DEPARTAMENTO,CIUDAD,NOMBRE CONCESIONARIO,NOMBRE EMISORA,CODIGO EMISORA,DISTINTIVO,FRECUENCIA,BANDA,"CLASE DE
EMISORA"
BOYACÁ,CHIQUINQUIRÁ,RADIO FURATENA ROCHA E HJOS Y CIA S EN C,RADIO FURATENA,51571,HJMV,1060 kHz,AM,COMERCIAL
BOYACÁ,PAIPA,ALVARO ANTONIO GIRATA BAEZ,RADIO LA PAZ,52072,HJYD,710 kHz,AM,COMERCIAL
BOYACÁ,SOGAMOSO,CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.,RADIO RELOJ,51577,HJIH,1090 kHz,AM,COMERCIAL
BOYACÁ,VILLA DE LEYVA,RADIO CADENA NACIONAL S.A.S,RADIO UNO,52175,HJD93,91.3 MHz,FM,COMERCIAL
BOYACÁ,TUNJA,RADIO CADENA NACIONAL S.A.S,RADIO UNO,52642,HJI31,102.1 MHz,FM,COMERCIAL
BOYACÁ,SOGAMOSO,SERVICIO RADIAL INTEGRADO S.A.S.,RCN RADIO,51796,HJGC,1200 kHz,AM,COMERCIAL
BOYACÁ,TUNJA,RADIO CADENA NACIONAL S.A.S,RCN RADIO,51834,HJEE,1380 kHz,AM,COMERCIAL
BOYACÁ,SOGAMOSO,RADIO CADENA NACIONAL S.A.S,RUMBA ESTÉREO,52641,HJI22,106.1 MHz,FM,COMERCIAL
BOYACÁ,SOGAMOSO,TW3 RADIO S.A.S,TOCA ESTEREO,54041,HJI21,96.1 MHz,FM,COMERCIAL
BOYACÁ,TIBASOSA,CARACOL ESTÉREO S.A.,TROPICANA,52137,HJB41,88.6 MHz,FM,COMERCIAL
BOYACÁ,DUITAMA,CARACOL ESTÉREO S.A.,W RADIO,51576,HJGJ,1150 kHz,AM,COMERCIAL
BOYACÁ,TUNJA,CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.,W RADIO,51890,HJCW,99.3 MHz,FM,COMERCIAL
BOYACÁ,TUNJA,COMPAÑÍA DE EMISORAS VIDA S.A.S.,CARACOL RADIO,51569,HJGA,1170 kHz,AM,COMERCIAL
BOYACÁ,DUITAMA,CONCILIO DE LAS ASAMBLEAS DE DIOS DE COLOMBIA,RADIO RECUERDOS,51570,HJNO,1260 kHz,AM,COMERCIAL
BOYACÁ,GARAGOA,EMPRESA DE INVERSIONES PARA EL PROGRESO S.A.,LA VOZ DE GARAGOA,51572,HJHI,990 kHz,AM,COMERCIAL
BOYACÁ,SAMACÁ,GONZALO PARRA PAMPLONA,ONDAS DEL PORVENIR,52015,HJTT,910 kHz,AM,COMERCIAL
BOYACÁ,MOTAVITA,EMPRESA ADMINISTRADORA DEL FUTURO S.A-ARMONÍAS BOYACENSES,ARMONIAS BOYACENSES,52145,HJUJ,950 kHz,AM,COMERCIAL
BOYACÁ,TENZA,ASOCIACIÓN CULTURAL CHINGUAYA,ARTESANA TENZA 90.6 FM,53167,HKD78,90.6 MHz,FM,COMUNITARIA
BOYACÁ,CIÉNEGA,PARROQUÍA MARIA INMACULADA DE CIENEGA,BUENISIMA ESTEREO 94.1 FM,53234,HKC76,94.1 MHz,FM,COMUNITARIA
BOYACÁ,BERBEO,ASOCIACIÓN NUESTRA SEÑORA DE LA PAZ,CALIDAD STEREO ,52273,HKC58,100.6 MHz,FM,COMUNITARIA
BOYACÁ,ZETAQUIRA,ASOCIACIÓN AGROPECUARIA CAÑA Y CAFE,CAÑA Y CAFE STEREO,53061,HKD96,90.6 MHz,FM,COMUNITARIA
BOYACÁ,CERINZA,ASOCIACIÓN DE USUARIOS DEL SERVICIO DE ACUEDUCTO ALCANTARILLADO Y ASEO ZONA URBANA MUNICIPIO DE CERINZA,CERINZA 100.6 F.M.,53364,HKC67,100.6 MHz,FM,COMUNITARIA
BOYACÁ,SOCHA,ASOCIACIÓN DE AMIGOS DE SOCHA,CONDOR STEREO,52295,HKD66,94.1 MHz,FM,COMUNITARIA
BOYACÁ,SORACÁ,COMUNIQUEMOS CAPITULO SORACA,CRISTAL STEREO FM 98.3,52754,HKD71,98.3 MHz,FM,COMUNITARIA
BOYACÁ,NOBSA,JUNTA DE ACCIÓN COMUNAL BARRIO NAZARETH,CUISTA STEREO,52285,HKD31,106.6 MHz,FM,COMUNITARIA
BOYACÁ,CÓMBITA,ASOCIACIÓN EL DORADO,DORADO STEREO,52275,HKC77,89.1 MHz,FM,COMUNITARIA
BOYACÁ,SAN MIGUEL DE SEMA,ASOCIACIÓN COMUNAL DE JUNTAS DEL MUNICIPIO DE SAN MIGUEL DE SEMA,EMISORA COMUNITARIA DE SAN MIGUEL DE SEMA,53152,HKD63,96.6 MHz,FM,COMUNITARIA
BOYACÁ,SANTANA,FUNDACIÓN CULTURAL EL TROPO,EMISORA COMUNITARIA DE SANTANA,53164,HKD57,96.6 MHz,FM,COMUNITARIA
BOYACÁ,SIACHOQUE,CORPORACIÓN COMUNITARIA DIGITAL STEREO CAPITULO DE SIACHOQUE BOYACÁ,EMISORA COMUNITARIA DE SIACHOQUE,53245,HKD60,100.6 MHz,FM,COMUNITARIA
BOYACÁ,SUTAMARCHÁN,PARROQUÍA NUESTRA SEÑORA DE LA SALUD,EMISORA COMUNITARIA DE SUTAMARCHAN,53149,HKD75,100.6 MHz,FM,COMUNITARIA
BOYACÁ,GUAYATÁ,JUNTA DE ACCIÓN COMUNAL VEREDA SOCHAQUIRA ABAJO,EMISORA COMUNITARIA SOCHAQUIRA GUAYATA STEREO 99.1 FM,52281,HKC94,99.1 MHz,FM,COMUNITARIA
BOYACÁ,SANTA ROSA DE VITERBO,JUNTA DE ACCIÓN COMUNAL VEREDA EGIPTO,EMISORA RITMO FM ESTÉREO 98.6,52292,HKD73,98.6 MHz,FM,COMUNITARIA
BOYACÁ,FIRAVITOBA,ASOCIACIÓN COMUNITARIA EXITO STEREO,EXITO STEREO,53419,HKC87,98.6 MHz,FM,COMUNITARIA
BOYACÁ,RAMIRIQUÍ,CORPORACIÓN ANDINA,F.M. ANDINA STEREO,52290,HKD47,95.1 MHz,FM,COMUNITARIA
BOYACÁ,SOATÁ,ASOCIACIÓN COMUNICACIÓNES DEL NORTE,FM ANDES ESTEREO,52294,HKD65,96.6 MHz,FM,COMUNITARIA
BOYACÁ,MONIQUIRÁ,CIRCULO DE TRABAJADORES DE LOS MEDIOS DE COMUNICACIÓN DE VELEZ Y RICAURTE,HIT STEREO,52284,HKD28,89.3 MHz,FM,COMUNITARIA
BOYACÁ,VENTAQUEMADA,ASOCIACIÓN COMUNAL DE JUNTAS DE VENTAQUEMADA,INDEPENDENCIA STEREO 106.6 MHZ,52302,HKD93,106.6 MHz,FM,COMUNITARIA
BOYACÁ,EL ESPINO,ASOCIACIÓN COMUNITARIA RADIAL LA VOZ DE LA PROVINCIA EL ESPINO,LA VOZ DE LA PROVINCIA,53062,HKC86,100.6 MHz,FM,COMUNITARIA
BOYACÁ,CALDAS,ASOCIACIÓN DE PRODUCTORES DE LECHE DE CALDAS - APROLECA,LA VOZ DE MI TIERRITA,53209,HKC65,94.1 MHz,FM,COMUNITARIA
BOYACÁ,TUTA,ASOCIACIÓN AGROPECUARIA Y AMBIENTAL TU TAMBIEN PUEDES EMISORA COMUNITARIA LANCEROS STEREO 94.1,LANCEROS STEREO,52300,HKD90,94.1 MHz,FM,COMUNITARIA
BOYACÁ,MIRAFLORES,MUNDO COMUNICACIÓNES,LENGUPA STEREO,52282,HKD25,98.6 MHz,FM,COMUNITARIA
BOYACÁ,NUEVO COLÓN,JUNTA DE ACCIÓN COMUNAL CENTRAL DE NUEVO COLON,MANZANAR STEREO 96.6,53140,HKD32,96.6 MHz,FM,COMUNITARIA
BOYACÁ,VIRACACHÁ,JUNTA DE ACCIÓN COMUNAL CENTRAL VIRACACHA,MARAVILLA STEREO,52304,HKD95,98.6 MHz,FM,COMUNITARIA
BOYACÁ,BUENAVISTA,ASOCIACIÓN DE AMIGOS POR BUENAVISTA EMISORA ORIENTAL STEREO,ORIENTAL STEREO,53225,HKC63,90.6 MHz,FM,COMUNITARIA
BOYACÁ,TURMEQUÉ,ASOCIACIÓN AGROPECUARIA DE TURMEQUE,PARAISO ESTEREO,52299,HKD89,94.1 MHz,FM,COMUNITARIA
BOYACÁ,LABRANZAGRANDE,FUNDACIÓN PIEDEMONTE,PIEDEMONTE STEREO,53420,HKD22,90.6 MHz,FM,COMUNITARIA
BOYACÁ,TUNJA,ASOCIACIÓN PARA LA INTEGRACION DE JUVENTUDES COMUNITARIAS TRANSMITIR,POSITIVA 101.1 FM,53353,HKD87,101.1 MHz,FM,COMUNITARIA
BOYACÁ,PESCA,CORPORACIÓN COMUNITARIA RADIO BELLO HORIZONTE PESCA,RADIO BELLO HORIZONTE,52288,HKD43,90.6 MHz,FM,COMUNITARIA
BOYACÁ,OICATÁ,PARROQUÍA DE LA INMACULADA CONCEPCIÓN,RADIO MILAGRO,53177,HKD33,98.6 MHz,FM,COMUNITARIA
BOYACÁ,MONGUÍ,SOCIEDAD PARA EL DESARROLLO Y PROGRESO DE MONGUI,RITMO 94.1,52283,HKD27,94.1 MHz,FM,COMUNITARIA
BOYACÁ,GARAGOA,ASOCIACIÓN MUNICIPAL DE JUNTAS DE ACCIÓN COMUNAL DEL MUNICIPIO DE GARAGOA,SANTA BARBARA STEREO,52753,HKC91,106.6 MHz,FM,COMUNITARIA
BOYACÁ,UMBITA,EMISORA COMUNITARIA DE LA PARROQUÍA DE UMBITA,SANTA BRIGIDA,53063,HKD92,90.6 MHz,FM,COMUNITARIA
BOYACÁ,SANTA SOFÍA,ASOCIACIÓN DE USUARIOS CAMPESINOS DEL MUNICIPIO DE SANTA SOFIA BOYACÁ,SANTA SOFIA STEREO 96.6 FM ,53336,HKD56,96.6 MHz,FM,COMUNITARIA
BOYACÁ,EL COCUY,ASOCIACIÓN COMUINITARIA SERRANIA STEREO,SERRANIA STEREO,53055,HKC85,99.1 MHz,FM,COMUNITARIA
BOYACÁ,MONGUA,ASOCIACIÓN COMUNITARIA SOL NACIENTE,SOL NACIENTE STEREO 100.6 FM,53198,HKD26,100.6 MHz,FM,COMUNITARIA
BOYACÁ,SOGAMOSO,"ASOCIACIÓN DE JUNTAS DE ACCIÓN COMUNAL DE SOGOMOSO ""ASOCOMUNAL""",SOL STEREO 99.1 FM.,52296,HKD68,99.1 MHz,FM,COMUNITARIA
BOYACÁ,SUTATENZA,ASOCIACIÓN DE LA ANTENA PARABOLICA DE SUTATENZA TELESUTATENZA,SUTATENZA ESTÉREO,53347,HKD76,94.1 MHz,FM,COMUNITARIA
BOYACÁ,TOCA,ASOCIACIÓN DE JUNTAS DE ACCIÓN COMUNAL DEL MUNICIPIO DE TOCA,TOCAVITA STEREO,54366,HKD83,106.6 MHz,FM,COMUNITARIA
BOYACÁ,SABOYÁ,CORPORACIÓN PARA LA COMUNICACIÓN Y EL DESARROLLO COMUNITARIO CORCOMUNITARIA TRIUNFO FM STEREO,TRIUNFO FM STEREO,53083,HKD50,98.6 MHz,FM,COMUNITARIA
BOYACÁ,BELÉN,ASOCIACIÓN CENTRAL DE MEDIOS,TUNDAMA STEREO,53126,HKC57,90.6 MHz,FM,COMUNITARIA
BOYACÁ,CHIVATÁ,ASOCIACIÓN RADIAL COMUNITARIA CHIVATA FM STEREO,VIVA FM STEREO 89.6 MI RADIO,53192,HKC74,89.6 MHz,FM,COMUNITARIA
BOYACÁ,PUERTO BOYACÁ,COLEGIO NACIONALIZADO SAN PEDRO CLAVER,VOZ CLAVERIANA STEREO 100.6,52289,HKD45,100.6 MHz,FM,COMUNITARIA
BOYACÁ,AQUITANIA,CORPORACIÓN RADIAL VOZ DEL LAGO,VOZ DEL LAGO,52271,HKC55,106.6 MHz,FM,COMUNITARIA
BOYACÁ,PAZ DE RÍO,VOZ MINERA DE COLOMBIA PAZ DEL RIO-BOYACÁ,VOZ MINERA DE COLOMBIA,52287,HKD42,98.6 MHz,FM,COMUNITARIA
BOYACÁ,DUITAMA,FUNDACIÓN CASA DE LA CULTURA DE DUITAMA,SEÑAL DUITAMA 90.6 FM STEREO,52279,HKC84,90.6 MHz,FM,COMUNITARIA
BOYACÁ,COPER,JUNTA DE ACCIÓN COMUNAL VEREDA DE GUASIMAL,COPÉR ESTÉREO,53087,HKC78,98.6 MHz,FM,COMUNITARIA
BOYACÁ,OTANCHE,CORPORACIÓN PROYECCION SOCIAL DE OTANCHE,OTANCHE RADIO,53119,HKD34,106.6 MHz,FM,COMUNITARIA
BOYACÁ,GÜICÁN,JUNTA DE ACCIÓN COMUNAL CENTRAL DEL MUNICIPIO DE GUICAN,RADIO GUICAN,53138,HKC95,89.6 MHz,FM,COMUNITARIA
BOYACÁ,GAMEZA,ASOCIACIÓN PARA EL DESARROLLO DE LA FAMILIA DE GAMEZA,EMISORA COMUNITARIA EN GAMEZA,53179,HKC90,90.6 MHz,FM,COMUNITARIA
BOYACÁ,COVARACHÍA,JUNTA DE ACCIÓN COMUNAL VEREDA SIOTES CUARTO SANTA CECILIA,LUNA ESTEREO,53185,HKC80,99.1 MHz,FM,COMUNITARIA
BOYACÁ,LA UVITA,COOPERATIVA MULTIACTIVA AGROMINERA DE LA VEREDA DE CAÑITAS COOPROCAÑITAS,VISIÓN FM ESTEREO,53194,HKD20,89.6 MHz,FM,COMUNITARIA
BOYACÁ,CHINAVITA,ASOCIACIÓN DE DISCAPACITADOS Y MINUSVALIDOS DE CHINAVITA,EMISORA CUMBRES 89.6 FM STEREO,53241,HKC68,89.6 MHz,FM,COMUNITARIA
BOYACÁ,PAUNA,ASOCIACIÓN DE MUJERES PAUNENSES CABEZA DE FAMILIA CONSTRUYENDO FUTURO ONG,CANIPA STEREO 89.6,53380,HKD40,89.6 MHz,FM,COMUNITARIA
BOYACÁ,CUBARÁ,JUNTA DE ACCIÓN COMUNAL VEREDA PUERTO NUEVO PARTE ALTA,EMISORA COMUNITARIA EN CUBARA,54320,HKC81,99.1 MHz,FM,COMUNITARIA
BOYACÁ,PAIPA,FUNDACIÓN SOCIAL VOCES UNIDAS,EMISORA COMUNITARIA EN PAIPA,54338,HKD37,96.6 MHz,FM,COMUNITARIA
BOYACÁ,PAJARITO,ASOCIACIÓN DE JOVENES DE PARAJITO CONTRUYENDO VISIÓN,EMISORA COMUNITARIA EN PAJARITO,54339,HKD38,94.1 MHz,FM,COMUNITARIA
BOYACÁ,CHISCAS,ASOCIACIÓN DE SUSCRIPTORES DE LOS ACUEDUCTOS DEL SECTOR DE SOYAGRA VEREDA DE CENTRO DEL MUNICIPIO DE CHISCAS DEPARTAMENTO DE BOYACÁ,EMISORA COMUNITARIA EN CHISCAS,54315,HKC71,106.6 MHz,FM,COMUNITARIA
BOYACÁ,SAN EDUARDO,ASOCIACIÓN CULTURAL DE SAN EDUARDO ,SAN EDUARDO STEREO,54348,HKD53,106.6 MHz,FM,COMUNITARIA
BOYACÁ,CHIQUINQUIRÁ,ASOCIACIÓN RAZONES PARA CRECER,EMISORA COMUNITARIA EN CHIQUINQUIRÁ,54313,HKC69,104.6 MHz,FM,COMUNITARIA
BOYACÁ,RÁQUIRA,ASOCIACIÓN PROGRESO Y PAZ POR RÁQUIRA,RÁQUIRA STEREO,54344,HKD48,99.1 MHz,FM,COMUNITARIA
BOYACÁ,MOTAVITA,ASOCIACIÓN AMBIENTAL Y TURÍSTICA JÓVENES PLAY DE MOTAVITA,EMISORA COMUNITARIA EN MOTAVITA,54334,HKD29,106.6 MHz,FM,COMUNITARIA
BOYACÁ,GUATEQUE,ASOCIACIÓN DE JUNTAS DE ACCIÓN COMUNAL DEL MUNICIPIO DE GUATEQUE DEPARTAMENTO DE BOYACÁ,EMISORA COMUNITARIA EN GUATEQUE,54326,HKC93,98.6 MHz,FM,COMUNITARIA
BOYACÁ,PISBA,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS DEL MUNICIPIO DE PISBA APROPISBA,APROPISBA STEREO,54342,HKD44,99.1 MHz,FM,COMUNITARIA
BOYACÁ,SAN PABLO DE BORBUR,ASOCIACIÓN CAMPESINA DE CULTIVADORES AGROPECUARIOS DE SAN PABLO DE BORBUR,ZARBI STEREO,54352,HKD64,94.1 MHz,FM,COMUNITARIA
BOYACÁ,CHITA,JUNTA DE ACCIÓN COMUNAL DE LA VEREDA DE PARROQUITA,CANDELARIA STEREO,54316,HKC72,98.6 MHz,FM,COMUNITARIA
BOYACÁ,SOTAQUIRÁ,JUNTA DE ACCIÓN COMUNAL DE LA VEREDA EL ESPINAL DEL MUNICIPIO DE SOTAQUIRÁ,EMISORA COMUNITARIA EN  SOTAQUIRÁ,54359,HKD72,89.6 MHz,FM,COMUNITARIA
BOYACÁ,TUNJA,FUNDACIÓN UNIVERSITARIA JUAN DE CASTELLANOS,105.4 FM JUAN DE CASTELLANOS,53543,HJD34,105.4 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,TUNJA,GOBERNACION DE BOYACÁ,BOYACÁ 95.6 FM,53338,HJI30,95.6 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,TUNJA,COLEGIO DE BOYACÁ,COLBOY ESTÉREO 102.6 FM,53575,HJB83,102.6 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,DUITAMA,FUERZAS MILITARES DE COLOMBIA - EJERCITO NACIONAL,COLOMBIA ESTEREO,52982,HJA86,90.1 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,JENESANO,ALCALDÍA DE JENESANO,JENESANO 92.6,53463,HJC97,92.6 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,SABOYÁ,RADIO TELEVISIÓN NACIONAL DE COLOMBIA,RADIO NACIONAL DE COLOMBIA,53268,HJXD,95.3 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,DUITAMA,RADIO TELEVISIÓN NACIONAL DE COLOMBIA,RADIO NACIONAL DE COLOMBIA,53269,HJXE,97.3 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,TUNJA,RADIO TELEVISIÓN NACIONAL DE COLOMBIA,RADIO NACIONAL DE COLOMBIA,53294,HJGS,560 kHz,AM,INTERÉS PÚBLICO
BOYACÁ,TUNJA,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - TUNJA,UPTC RADIO 104.1,52878,HJI32,104.1 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,TUNJA,POLICIA NACIONAL DE COLOMBIA,POLICIA NACIONAL TUNJA,52603,HJI29,93.6 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,SANTA ROSA DE VITERBO,POLICIA NACIONAL DE COLOMBIA,POLICIA NACIONAL SANTA ROSA DE VITERBO,52606,HJI24,98.1 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,MONIQUIRÁ,POLICIA NACIONAL DE COLOMBIA,POLICIA NACIONAL MONIQUIRA,53312,HJA32,92.1 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,PUERTO BOYACÁ,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,VIBRACIÓN JUVENIL,53487,HJA60,89.5 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,MACANAL,ALCALDÍA MUNICIPAL DE MACANAL,OASIS ESTÉREO,53533,HJA27,102.5 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,CAMPOHERMOSO,MUNICIPIO DE CAMPOHERMOSO,LA CARDEÑOSA ESTÉREO,53599,HJD39,106.9 MHz,FM,INTERÉS PÚBLICO
BOYACÁ,TIBASOSA,AGROSOLIDARIA ASOCIACIÓN DE PROSUMIDORES AGRO ECOLÓGIVOS SECCIONAL TIBASOSA BOYACÁ,URDIMBRE RADIO,54363,HKD80,100.6 MHz,FM,COMUNITARIA
CALDAS,MANIZALES,RADIO CADENA NACIONAL S.A.S,ANTENA DOS,51594,HJNL,1450 kHz,AM,COMERCIAL
CALDAS,MANIZALES,INSTITUTO MANZANARES CALDAS,EMISORA 96.7 INSTITUTO MANZANARES,52914,HJI44,96.7 MHz,FM,INTERÉS PÚBLICO
CALDAS,MANIZALES,IGLESIA CENTRAL DENOMINACIÓN CENTRO MISIONERO BETHESDA,CADENA RADIAL AUTENTICA MANIZALES,51593,HJE70,1570 kHz,AM,COMERCIAL
CALDAS,MANIZALES,CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.,CARACOL RADIO,51592,HJFX,1180 kHz,AM,COMERCIAL
CALDAS,PENSILVANIA,MARÍA DAMARIS OLAYA,EMISORA COMERCIAL DE PENSILVANIA - CALDAS,54028,HJI49,98.7 MHz,FM,COMERCIAL
CALDAS,VILLAMARÍA,RADIO CADENA NACIONAL S.A.S,LA FM,52117,HJB65,99.7 MHz,FM,COMERCIAL
CALDAS,LA DORADA,LA VOZ  DE LA DORADA LTDA.,LA VOZ DE LA DORADA,51586,HJLG,1380 kHz,AM,COMERCIAL
CALDAS,MANIZALES,RED SONORA S.A.S.,LA VOZ DE LOS ANDES,51588,HJFO,1390 kHz,AM,COMERCIAL
CALDAS,MANIZALES,FUNDACIÓN PARA EL DESARROLLO EDUCATIVO DE CALDAS - FUNDECA,RADIO CÓNDOR ,51585,HJZF,1540 kHz,AM,COMERCIAL
CALDAS,AGUADAS,SISTEMA RADIAL K DE COLOMBIA S.A.S,RADIO K LA KONSENTIDA 100.0 FM,54050,HJI36,100.1 MHz,FM,COMERCIAL
CALDAS,MANIZALES,ASOCIACIÓN RADIO MARÍA  DE COLOMBIA,RADIO MARÍA DE MANIZALES,51991,HJUW,1500 kHz,AM,COMERCIAL
CALDAS,MANIZALES,GOBERNACION DE CALDAS,EMISORA DE INTERÉS PÚBLICO EN MANIZALES,53006,HJI42,96.3 MHz,FM,INTERÉS PÚBLICO
CALDAS,RIOSUCIO,REINES S.A.S,RADIO TIEMPO FM STEREO,52645,HJI50,95.1 MHz,FM,COMERCIAL
CALDAS,MANIZALES,RADIO CADENA NACIONAL S.A.S,RADIO UNO,51888,HJRV,95.7 MHz,FM,COMERCIAL
CALDAS,MANIZALES,RADIO CADENA NACIONAL S.A.S,RCN RADIO,51584,HJFJ,1060 kHz,AM,COMERCIAL
CALDAS,MANIZALES,PROMOTORA DE PUBLICIDAD RADIAL S.A,TROPICANA,51833,HJIA,930 kHz,AM,COMERCIAL
CALDAS,NEIRA,COMPAÑÍA DE COMUNICACIONES DE COLOMBIA C.C.C LTDA.,TROPICANA,52122,HJE64,105.7 MHz,FM,COMERCIAL
CALDAS,LA DORADA,SISTEMAS AS LTDA.,TROPICANA,52643,HJI39,94.7 MHz,FM,COMERCIAL
CALDAS,MANIZALES,COMPAÑÍA DE COMUNICACIONES DE COLOMBIA C.C.C LTDA.,BESAME,51898,HJHC,91.7 MHz,FM,COMERCIAL
CALDAS,PALESTINA,ASOCIACIÓN ANGULAR COMUNITARIA PRO DESARROLLO DEL EJE CAFETERO,ANGULAR ESTEREO,53077,HKE32,97.2 MHz,FM,COMUNITARIA
CALDAS,ANSERMA,CASA DE LA CULTURA JAIME RAMIREZ ROJAS,ANSERMA CULTURAL,52755,HKD98,102.5 MHz,FM,COMUNITARIA
CALDAS,SALAMINA,ASOCIACIÓN CIVICA PRODIFUSION DE LA CULTURA Y VALORES SALAMINEÑOS,ARMONÍA STEREO,53224,HKE36,90.1 MHz,FM,COMUNITARIA
CALDAS,LA MERCED,ASOCIACIÓN CIVICA DE MEDIOS DE COMUNICACIÓN LA MERCED - ASOCMECOM,BRISA FM ESTÉREO,53252,HKE24,93.1 MHz,FM,COMUNITARIA
CALDAS,LA DORADA,ASOCIACON PARA LA PROMOCION DE LA COMUNICACIÓN COMUNITARIA DE LA DORADA,DORADA STEREO 89.1 FM,52308,HKE23,89.1 MHz,FM,COMUNITARIA
CALDAS,SAN JOSÉ,ARTESAN ASOCIACIÓN DE ARTESANOS DE SAN JOSE DE CALDAS,EL SOL 93.1 FM (MUSICA EN MOVIMIENTO),53354,HJJ42,90.1 MHz,FM,COMUNITARIA
CALDAS,NEIRA,ASOCIACIÓN DE COMUNICACIÓN JUVENTUD STEREO,ENAMORADA 93.1 MHZ,52313,HKE30,93.1 MHz,FM,COMUNITARIA
CALDAS,AGUADAS,FUNDACIÓN AGUADEÑA DE MEDIOS DE COMUNICACIÓN SOCIAL,INMACULADA FM STEREO,52305,HKD97,93.1 MHz,FM,COMUNITARIA
CALDAS,MANZANARES,COMITE CIVICO AMIGOS POR MANZANARES,MANZANARES STEREO 104.1,52309,HKE26,104.1 MHz,FM,COMUNITARIA
CALDAS,CHINCHINA,JUNTA DE ACCIÓN COMUNAL DEL BARRIO EL MIRADOR II ETAPA,MIRADOR STEREO,52756,HKE21,104.1 MHz,FM,COMUNITARIA
CALDAS,BELALCÁZAR,ASOCIACIÓN AMIGOS DE LA TIERRA,PAISAJE STEREO,53106,HKE20,90.1 MHz,FM,COMUNITARIA
CALDAS,PENSILVANIA,CORPORACIÓN AMIGOS POR LA CULTURA. EL MEDIO AMBIENTE Y LA PAZ-EMISORA PENSILVANIA STEREO,PENSILVANIA STEREO ,53080,HKE33,93.1 MHz,FM,COMUNITARIA
CALDAS,RISARALDA,CORPORACIÓN PANORAMA,ULTRA FM,53135,HKE35,104.1 MHz,FM,COMUNITARIA
CALDAS,VITERBO,ESPERANZA DE VIDA HACIA EL FUTURO-VITERBO ESTEREO,VITERBO ESTEREO,53422,HKE41,92.1 MHz,FM,COMUNITARIA
CALDAS,SAMANÁ,ASOCIACIÓN COMUNITARIA DEL ORIENTE DE CALDAS,SAMANA ESTEREO,52314,HKE37,92.1 MHz,FM,COMUNITARIA
CALDAS,ARANZAZU,JUNTA DE ACCIÓN COMUNAL VEREDA MUELAS,LA 104.1 RADIO,54373,HKD99,104.1 MHz,FM,COMUNITARIA
CALDAS,VILLAMARÍA,ASOCIACIÓN DE LIDERES EN COMUNICACIÓNES,METROPOLITANA STEREO,54387,HKE40,107.3 MHz,FM,COMUNITARIA
CALDAS,MANIZALES,FUNDACIÓN 100% MUJER,MANIZALES STEREO,54375,HJU72,90.3 MHz,FM,COMUNITARIA
CALDAS,MARQUETALIA,FUNDACIÓN CATEDRA CATALIZADORES - MARQUETALIA,MARQUETALIA STEREO,54377,HKE28,90.1 MHz,FM,COMUNITARIA
CALDAS,MANZANARES,RADIO TELEVISIÓN NACIONAL DE COLOMBIA,RADIO NACIONAL DE COLOMBIA,53270,HJXF,92.7 MHz,FM,INTERÉS PÚBLICO
CALDAS,MANIZALES,RADIO TELEVISIÓN NACIONAL DE COLOMBIA,RADIO NACIONAL DE COLOMBIA,53271,HJJG,1000 kHz,AM,INTERÉS PÚBLICO
CALDAS,MANIZALES,ORGANIZACIÓN RADIAL OLÍMPICA S.A - RADIO OLÍMPICA FM STEREO  MANIZALES-CALDAS,RADIO OLIMPICA FM ESTEREO,52644,HJI41,89.7 MHz,FM,COMERCIAL
CALDAS,MANIZALES,POLICIA NACIONAL DE COLOMBIA,POLICIA NACIONAL MANIZALES,52605,HJI43,103.7 MHz,FM,INTERÉS PÚBLICO
CALDAS,MANIZALES,CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.,W RADIO,52098,HJB62,101.7 MHz,FM,COMERCIAL
CALDAS,MANIZALES,UNIVERSIDAD DE MANIZALES,UMFM,53531,HJB25,101.2 MHz,FM,INTERÉS PÚBLICO
CALDAS,RIOSUCIO,RESGUADO INDIGENA DE SAN LORENZO,INGRUMA ESTEREO 98.1,53690,HJZ69,98.1 MHz,FM,INTERÉS PÚBLICO
CAQUETÁ,FLORENCIA,DIÓCESIS DE FLORENCIA,ARMONIAS DEL CAQUETA,52014,HJVK,970 kHz,AM,COMERCIAL
CAQUETÁ,FLORENCIA,UNIÓN PROGRESISTA S.A,CRISTALINA FLORENCIA,52075,HJYB,101.1 MHz,FM,COMERCIAL
