DEPARTAMENTO,CIUDAD,NOMBRE CONCESIONARIO,NOMBRE EMISORA,CODIGO EMISORA,DISTINTIVO,FRECUENCIA,BANDA,"CLASE DE
EMISORA"
ANTIOQUIA,PUERTO BERRÍO,COMERCIALIZADORA DE LA RIVERA S.A.S,LA RIBEREÑA RADIO 1.430 A.M,51534,HJMF,1430 kHz,AM,COMERCIAL
ANTIOQUIA,AMALFI,EMISORA LA VOZ DE AMALFI S.A.,LA VOZ DE AMALFI,51829,HJMU,1460 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,VANDAY S.A.S,LA VOZ DE ANTIOQUIA,51520,HJAX,1080 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,SISTEMA SONORO DE COLOMBIA LTDA.,LA VOZ DE LA RAZA,51504,HJIJ,1200 kHz,AM,COMERCIAL
ANTIOQUIA,LA UNIÓN,PARROQUIA DE NUESTRA SEÑORA DE LAS MERCEDES,LA VOZ DE LA UNIÓN,52162,HJD24,1510 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,LA VOZ DEL RIO GRANDE LTDA.,LA VOZ DEL RIO GRANDE,51523,HJDO,910 kHz,AM,COMERCIAL
ANTIOQUIA,JERICÓ,LA VOZ DEL SUROESTE LTDA.,LA VOZ DEL SUROESTE,51529,HJMA,1520 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,CARACOL ESTÉREO S.A.,LA W,51928,HJE71,102.9 MHz,FM,COMERCIAL
ANTIOQUIA,MEDELLÍN,SONIDO FM S.A.S,LA X,52631,HJG54,103.9 MHz,FM,COMERCIAL
ANTIOQUIA,MEDELLÍN,SOCIEDAD ANTIOQUEÑA DE RADIODIFUSIÓN LTDA. -SAR,LA Z,51835,HJTO,91.9 MHz,FM,COMERCIAL
ANTIOQUIA,ENVIGADO,RADIO 2000 FM ESTÉREO S.A.S,LATINASTEREO,51995,HJQO,100.9 MHz,FM,COMERCIAL
ANTIOQUIA,MEDELLÍN,RADIO ESTUDIO S.A.S,LAVOZ DE LAS ESTRELLAS,51522,HJTH,1290 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,CORPORACIÓN CENTRO CARISMÁTICO MINUTO DE DIOS,MINUTO DE DIOS ,51500,HJIL,1230 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,5 MEDIA S.A.S,MIX,51889,HJRT,89.9 MHz,FM,COMERCIAL
ANTIOQUIA,MEDELLÍN,COMPAÑÍA DE COMUNICACIONES DE COLOMBIA C.C.C LTDA.,OXÍGENO BY LOS40,52045,HJE72,90.9 MHz,FM,COMERCIAL
ANTIOQUIA,MEDELLÍN,PROMOTORA DE PUBLICIDAD RADIAL S.A.,Q´HUBO RADIO,51535,HJDM,830 kHz,AM,COMERCIAL
ANTIOQUIA,CALDAS,ARTISTAS Y MEDIOS S.A.S.,QHUBO,52173,HJD76,102.3 MHz,FM,COMERCIAL
ANTIOQUIA,MEDELLÍN,UNIVERSIDAD PONTIFICIA  BOLIVARIANA,RADIO BOLIVARIANA AM,51517,HJDI,1110 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,UNIVERSIDAD PONTIFICIA BOLIVARIANA DE MEDELLÍN,RADIO BOLIVARIANA FM,52151,HJA94,92.4 MHz,FM,COMERCIAL
ANTIOQUIA,MEDELLÍN,ARCO LTDA. ASOCIACIÓN RADIAL COLOMBIANA,RADIO CLARIDAD,51503,HJDQ,1020 kHz,AM,COMERCIAL
ANTIOQUIA,TURBO,PRODUCCIONES LITORAL LTDA.,RADIO LITORAL,51518,HJMG,1060 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,ASOCIACIÓN RADIO MARÍA DE COLOMBIA,RADIO MARÍA DE MEDELLIN,51511,HJTA,1320 kHz,AM,COMERCIAL
ANTIOQUIA,TURBO,ASOCIACIÓN RADIO MARÍA DE COLOMBIA,RADIO MARÍA DE TURBO,51508,HJTN,1460 kHz,AM,COMERCIAL
ANTIOQUIA,URRAO,ASOCIACIÓN RADIO MARÍA DE COLOMBIA,RADIO MARÍA DE URRAO,52180,HJE20,1450 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,RADIO MUNERA 790 S.A,RADIO MUNERA 790 DE MEDELLIN,51519,HJDC,790 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,ASOCIACIÓN BENEFICIO CRISTIANA PROMOTORA DE DESARROLLO INTEGRAL A.B.C PRODEIN-RADIO NSE,RADIO NSE (NUESTRA SEÑORA DEL ENCUENTRO),51800,HJJD,1380 kHz,AM,COMERCIAL
ANTIOQUIA,MEDELLÍN,SOCIEDAD ANTIOQUEÑA DE RADIODIFUSIÓN LTDA. -SAR,RADIO NUTIBARA,51516,HJKW,1170 kHz,AM,COMERCIAL
