DEPARTAMENTO;CIUDAD;NOMBRE CONCESIONARIO;NOMBRE EMISORA;CODIGO EMISORA;DISTINTIVO;FRECUENCIA;BANDA;"CLASE DE
EMISORA"
CUNDINAMARCA;TOCAIMA;TOBON CAMELO S EN C TOCA ESTEREO;TOCA ESTEREO;52106;HJB42;105.3 MHz;FM;COMERCIAL
CUNDINAMARCA;RICAURTE;SISTEMA VIDA INTERNACIONAL S.A.;VIDA F.M. STEREO DE RICAURTE;52660;HJL72;100.7 MHz;FM;COMERCIAL
CUNDINAMARCA;PACHO;OSCAR MUNEVAR FORERO;DULCE STEREO 106.3 F.M.;52659;HJL68;106.3 MHz;FM;COMERCIAL
CUNDINAMARCA;CHOCONTA;IGLESIA CRISTIANA CUADRANGULAR;CRISTIANA CUADRANGULAR;54074;HJL52;89.3 MHz;FM;COMERCIAL
CUNDINAMARCA;TOCANCIPA;PARROQUIA NUESTRA SENORA DEL TRANSITO;ALEGRIA FM STEREO;52801;HKH44;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;CHOCONTA;FUNDACION AMIGOS DE CHOCONTA;AMIGOS DE CHOCONTA 101.3 F.M.;52390;HKG45;101.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;SESQUILE;PARROQUIA DE LA INMACULADA CONCEPCION;ANGELUS STEREO 107.4 F.M;52790;HKH23;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;GACHANCIPA;JUNTA DE ACCION COMUNAL URBANIZACION ASIVAG;ASIVAG ESTEREO;52394;HKG58;91.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;MOSQUERA;ASOCIACION DE AMIGOS DE MOSQUERA;ASOAM STEREO 106.4;52408;HKG82;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;TENJO;ASOCIACION PAZ VERDE DE TENJO;ASOCIACION PAZ VERDE DE TENJO;53154;HKH40;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;SILVANIA;PARROQUIA MARIA AUXILIADORA;AUXILIADORA 106.4 FM STEREO;52416;HKH25;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;FUNZA;CORPORACION DE CULTURA Y TURISMO DE FUNZA;BACATA STEREO;52393;HKG54;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;FOMEQUE;ASOCIACION COLOMBIANA DE BANDA CIUDADANA RADIO ACBC RADIOCOMUNICACIONES FOMEQUE;CHINGAZA STEREO;52392;HKG52;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;CHOACHI;JUNTA DE ACCION COMUNAL URBANA DEL MUNICIPIO DE CHOACHI;CHOACHI FM 88.3;52389;HKG44;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;LA PALMA;ASOCIACION AMIGOS UNIDOS POR LA PALMA - ASOPALMA;CIBER ESTEREO;53089;HKG74;107.1 MHz;FM;COMUNITARIA
CUNDINAMARCA;SIMIJACA; PARROQUIA DE LA INMACULADA CONCEPCION;CIELO AZUL STEREO 88.3;52792;HKH26;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;EL ROSAL;ASOCIACION COMUNITARIA AMIGOS DE LA EMISORA;COBRA ST?REO;53359;HJJ51;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;CAPARRAPI;PARROQUIA SANTIAGO APOSTOL;COLINA ESTEREO 107.4;53239;HKG38;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;JUNTA DE ACCION COMUNAL VEREDA PALO GORDO;CRECER STEREO;52803;HKH48;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;ANOLAIMA;PARROQUIA NUESTRA SENORA DEL ROSARIO;ECOS DEL ROSARIO;52379;HKG29;95.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;GUACHETA;FUNDACION ELSY MARIELA MENDEZ;ELSYMAR STEREO 106.4 FM;53075;HKG62;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;ZIPAQUIRA;PARROQUIA LA CATEDRAL - ZIPAQUIRA - CUNDINAMARCA;CATEDRAL FM ESTEREO;52807;HKH60;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;LA PENA;ASOCIACION COMUNAL DE JUNTAS DEL MUNICIPIO DE LA PENA;EMISORA COMUNITARIA DE LA PENA;53098;HKG75;89.1 MHz;FM;COMUNITARIA
CUNDINAMARCA;CHIA;ASOCIACION COMUNAL DE JUNTAS DE CHIA;EMISORA LUNA ESTEREO;52388;HKG42;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;SUSA;PARROQUIA NUESTRA SENORA DE LOS DOLORES;EMISORA SUSA  STEREO;52797;HKH35;107.8 MHz;FM;COMUNITARIA
CUNDINAMARCA;GACHALA;PARROQUIA DE LA INMACULADA CONCEPCION - GACHALA;FARALLONES STEREO 106.4;52780;HKG57;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;PASCA;FUNDACION AMIGOS POR PASCA- FUROR ESTEREO;FUROR ESTEREO 91.6;53434;HKG92;91.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;SAN BERNARDO;PARROQUIA ASUNCION DE NUESTRA SENORA. DE SAN BERNARDO. CUNDINAMARCA;GRACIA Y PAZ 102. F.M.;52412;HKG99;102.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;GUADUAS;JUNTA DE ACCION COMUNAL VEREDA YERBABUENA;GUADUAS STEREO 88.3;52399;HKG63;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;GUATAVITA;PARROQUIA DE NUESTRA SENORA DE LOS DOLORES;GUATAVITA FM STEREO;52781;HKG66;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;CACHIPAY;ASOCIACION DE JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE CACHIPAY;LA 89.6 CACHIPAY;53433;HKG36;89.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;LA CALERA;ASOCIACION RADIODIFUSORA AMIGOS DE LA CALERA;LA CALERA FM RADIO;52403;HKG72;101.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;CAQUEZA;ASOCIACION RADIAL DE COMUNICACION SOCIAL DE ORIENTE - LA VOZ DE CAQUEZA-ARCOSOR;LA VOZ DE CAQUEZA;52385;HKG39;91.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;COGUA;FUNDACION CULTURAL CORRIENTE DE AGUA PURA - FUNCAPURA;LA VOZ DEL AGUA;52387;HKG46;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;GIRARDOT;PARROQUIA DEL INMACULADO CORAZON DE MARIA CATEDRAL;LA ZONA RADIO;52397;HKG61;91.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;LENGUAZAQUE;ASOCIACION DE EXALUMNOS DEL COLEGIO DEPARTAMENTAL NUESTRA SENORA DEL CARMEN DE LENGUAZAQUE;LENGUAZAQUE FM ESTEREO;52406;HKG77;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;SUTATAUSA;PARROQUIA DE SAN BAUTISTA;MANANTIAL STEREO 88.3 FM;52798;HKH36;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;MANTA;PARROQUIA DE SAN JOAQUIN Y SANTA ANA;MANTA F.M STEREO;52783;HKG80;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;LA MESA;PARROQUIA DE SANTA BARBARA DE LA MESA;MI GENTE RADIO 99.5 FM;52404;HKG73;99.5 MHz;FM;COMUNITARIA
CUNDINAMARCA;MADRID;ASOCIACION DE COMUNICADORES SOCIALES DE MADRID CUND. SABANA STEREO;OASIS ESTEREO 88.3 FM;52782;HKG79;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;FUSAGASUGA;PARROQUIA NUESTRA SENORA DE BELEN - ONDAS DE FUSACATAN;ONDAS DEL FUSACATAN;52779;HKG56;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;PARATEBUENO;JUNTA DE ACCION COMUNAL DE LA URBANIZACION SAN ANDRES I ETAPA;PARATEBUENO STEREO;53129;HKG91;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;EL COLEGIO;PARROQUIA NUESTRA SENORA DEL ROSARIO;RADIO GUIA 107.4 FM;52391;HKG49;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;TIBACUY;ASOCIACION COMUNITARIA VIDA NUEVA (ACOVIN);RADIO PUNTP FM STEREO;53228;HKH41;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;SOACHA;FUNDACION PARA EL DESARROLLO Y PARTICIPACION DE LAS COMUNIDADES FUNDECOM;RADIO RUMBI;52417;HKH29;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;FACATATIVA;FUNDACION UNION LATINA UNILATINA;RADIO UNILATINA;52776;HKG51;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;NEMOCON;PARROQUIA DE SAN FRANCISCO DE ASIS;RADIO VIVA;52784;HKG84;107.8 MHz;FM;COMUNITARIA
CUNDINAMARCA;SUESCA;PARROQUIA NUESTRA SENORA DEL ROSARIO;ROCA ESTEREO 94.4 FM;52795;HKH33;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;SAN FRANCISCO;PARROQUIA SAN FRANCISCO DE SALES;SAN FRANCISCO STEREO;53158;HKH21;106.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;SASAIMA;CORPORACION MUNICIPAL DE CULTURA Y TURISMO SASAIMA CUNDINAMARCA;SASAIMA FM ESTEREO;52415;HKH22;92.1 MHz;FM;COMUNITARIA
CUNDINAMARCA;TOCAIMA;PARROQUIA DE SAN JACINTO;SHALOM STEREO;52421;HKH43;107.8 MHz;FM;COMUNITARIA
CUNDINAMARCA;SIBATE;ASOCIACION MUNICIPAL DE JUNTAS DE ACCION COMUNAL DE SIBATE;SIBAESTEREO 88.3;53151;HKH24;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;ANAPOIMA;ASOCIACION CULTURAL PROANAPOIMA;SOL STEREO;52771;HKG28;92.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;VIANI;PARROQUIA NUESTRA SENORA DE LA CANDELARIA;SONORAMA FM ESTEREO;52423;HKH53;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;SUBACHOQUE;CORPORACION PRODESARROLLO DEL VALLE DE SUBACHOQUE;SUBACHOQUE ESTEREO 94.4 FM ESTEREO;53233;HKH32;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;TABIO;ASOCIACION DE PADRES DE FAMILIA DEL INSTITUTO TECNICO COMERCIAL JOSE DE SAN MARTIN;TABIO ESTEREO 88.3 FM;52799;HKH37;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;UBALA;PARROQUIA DE LA INMACULADA CONCEPCION;UBALA FM STEREO;52802;HKH46;107.8 MHz;FM;COMUNITARIA
CUNDINAMARCA;VILLAPINZON;PARROQUIA DE SAN JUAN BAUTISTA;SAN JUAN STEREO;52805;HKH55;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;CARMEN DE CARUPA;A.C.B.C. RADIO COMUNICACIONES CARMEN DE CARUPA;CRISTAL FM STEREO;52386;HKG40;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;LA VEGA;FUNDACION CASA DE LA CULTURA LUIS ALFONSO VALBUENA ULLOA;BUTULU ESTEREO 107.8 FM;52405;HKG76;107.8 MHz;FM;COMUNITARIA
CUNDINAMARCA;CUCUNUBA;PARROQUIA DEL DIVINO SALVADOR CUCUNUBA .;VITAL FM STEREO 97.1;52774;HKG48;97.1 MHz;FM;COMUNITARIA
CUNDINAMARCA;EL PENON;PARROQUIA DE SANTA BARBARA DEL PENON;LA PAZ FM STEREO 107.4;52775;HKG50;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;FUQUENE;PARROQUIA DE SAN ISIDRO;NUEVA VIDA STEREO;52778;HKG55;101.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;PACHO;PARROQUIA DE SAN ANTONIO DE PADUA DE PACHO;EMISORA PACHO STEREO;52786;HKG88;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;NOCAIMA;ASOCIACION CULTURAL PAYANDA LEONES STEREO;LEONES ESTEREO;52868;HKG87;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;TAUSA;TEATRO MAGICO AMBIENTAL - TEMA - TEUSA CUNDINAMARCA;EMISORA COMUNITARIA EN TAUSA;53104;HKH38;89.1 MHz;FM;COMUNITARIA
CUNDINAMARCA;GRANADA;ASOCIACION COMUNAL DE JUNTAS DEL MUNICIPIO DE GRANADA;EMISORA COMUNITARIA EN GRANADA;53153;HJJ52;91.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;GUAYABAL DE SIQUIMA;PARROQUIA INMACULADA CONCEPCION;SIQUIMA FM STEREO;53155;HKG67;88.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;YACOPI;ASOCIACION DE JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE YACOPI;EMISORA COMUNITARIA EN YACOPI;53166;HKH58;107.8 MHz;FM;COMUNITARIA
CUNDINAMARCA;VERGARA;ASOCIACION DE COMUNICACIONES SOCIALES DE VERGARA;EMISORA COMUNITARIA EN VERGARA;53188;HKH52;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;SAN JUAN DE RIO SECO;ASOCIACION DE MUJERES CAMPESINAS DE SAN JUAN DE RIOSECO DEPARTAMENTO DE CUNDINAMARCA- AMUCASAN;AMUCASAN ESTEREO;53435;HKH28;91.6 MHz;FM;COMUNITARIA
CUNDINAMARCA;GUTIERREZ;PARROQUIA NUESTRA SENORA DEL CARMEN;EMISORA COMUNITARIA EN GUTIERREZ;54500;HKG69;106.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;CAJICA;FUNDACION PARA EL CRECIMIENTO INTEGRAL DEL SER - FUNDACION CREINSER;EMISORA COMUNITARIA EN CAJICA;54490;HKG37;94.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;GUASCA;PARROQUIA SAN JACINTO;SAN JACINTO STEREO 88.3 MHz;54497;HKG64;88.3 MHz;FM;COMUNITARIA
CUNDINAMARCA;COTA;ASOCIACION NACIONAL DE COMUNICADORES;EMISORA COMUNITARIA EN COTA;54493;HKG47;107.4 MHz;FM;COMUNITARIA
CUNDINAMARCA;PUERTO SALGAR;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA COLOMBIANA;AL AIRE;53545;HJD20;94.1 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;NILO;FUERZAS MILITARES DE COLOMBIA - EJERCITO NACIONAL;COLOMBIA ESTEREO;53009;HJS42;104.7 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;MADRID;MUNICIPIO DE MADRID;CUNDINAMARCA STEREO;53495;HJA62;96.4 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;GACHANCIPA;GOBERNACION DE CUNDINAMARCA;EL DORADO RADIO;53332;HJE78;99.5 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;JUNIN;MUNICIPIO DE JUNIN;JUNIN FM ESTEREO;53580;HJL63;91.4 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;ZIPACON;RADIO TELEVISION NACIONAL DE COLOMBIA;RADIO NACIONAL DE COLOMBIA;53295;HJYQ;95.4 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;SOPO;MUNICIPIO DE SOPO;SOPO FM 95.6 NUESTRA RADIO;53600;HJD50;95.6 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;TAUSA;MUNICIPIO DE TAUSA;T RADIO;53547;HJB40;102.4 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;FUSAGASUGA;MUNICIPIO DE FUSAGASUGA;VIVE FUSAGASUGA 88.1 FM;53532;HJL54;88.1 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;CHOACHI;ALCALDIA MUNICIPAL DE CHOACHI;CHIGUACHIA STEREO;53519;HJA80;102.4 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;GUASCA;MUNICIPIO DE GUASCA;EMISORA DE INTERES PUBLICO EN GUASCA;53524;HJE81;89.6 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;SUPATA;INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SENORA DE LA SALUD;EMISORA DE INTERES PUBLICO EN SUPATA;53558;HJA54;89.6 MHz;FM;INTERES PUBLICO
CUNDINAMARCA;UTICA;MUNICIPIO DE UTICA;EMISORA DE INTERES PUBLICO EN UTICA;53579;HJL88;98.9 MHz;FM;INTERES PUBLICO
GUAINIA;INIRIDA;INSTITUTO AGROPECUARIO CUSTODIO GARCIA ROVIRA;CUSTODIA ESTEREO;52430;HKH63;102.1 MHz;FM;COMUNITARIA
GUAINIA;BARRANCO MINAS;ASOCIACION DE CABILDOS Y AUTORIDADES TRADICIONALES UNION DE INDIGENAS DE GUAINIA Y VICHADA;EMISORA COMUNITARIA EN BARRANCO MINAS;54534;HKH61;89.1 MHz;FM;COMUNITARIA
GUAINIA;INIRIDA;RADIO TELEVISION NACIONAL DE COLOMBIA;RADION NACIONAL DE COLOMBIA;53489;HJYE;92.3 MHz;FM;INTERES PUBLICO
GUAINIA;INIRIDA;MINISTERIO DE DEFENSA NACIONAL - ARMADA NACIONAL;MARINA STEREO INIRIDA;53012;HJB78;94.1 MHz;FM;INTERES PUBLICO
GUAINIA;INIRIDA;POLICIA NACIONAL DE COLOMBIA;RADIO POLICIA NACIONAL;53618;HJL95;95.1 MHz;FM;INTERES PUBLICO
GUAVIARE;SAN JOSE DEL GUAVIARE;CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.;CARACOL RADIO;52082;HJYA;102.3 MHz;FM;COMERCIAL
GUAVIARE;CALAMAR;ERICA ALEJANDRA LONDONO RESTREPO;EMISORA GUAVIARE ESTEREO HJM37;54019;HJM37;92.7 MHz;FM;COMERCIAL
GUAVIARE;SAN JOSE DEL GUAVIARE;JULIO GABRIEL ALVARADO LEMUS;MARANDUA STEREO;52662;HJM41;100.7 MHz;FM;COMERCIAL
GUAVIARE;SAN JOSE DEL GUAVIARE;JAIRO HERNAN BENJUMEA-LA VOZ DE GUAVIARE .;LA VOZ DEL GUAVIARE;51863;HJWA;1180 kHz;AM;COMERCIAL
GUAVIARE;SAN JOSE DEL GUAVIARE;MOVIMIENTO JUVENTUD POR EL GUAVIARE;JUVENTUD ESTEREO;52431;HKH82;104.7 MHz;FM;COMUNITARIA
GUAVIARE;EL RETORNO;ASOCIACION GUAVIARE JOVEN-EMISORA COMUNITARIA 89.7 FM;EMISORA COMUNITARIA EN EL RETORNO;53168;HKH80;89.7 MHz;FM;COMUNITARIA
GUAVIARE;SAN JOSE DEL GUAVIARE;FUNDACION MISION COLOMBIA.CO;EMISORA COMUNITARIA EN SAN JOSE DEL GUAVIARE;54544;HJF64;107.9 MHz;FM;COMUNITARIA
GUAVIARE;MIRAFLORES;ASOCIACION DE JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE MIRAFLORES DEPARTAMENTO DEL GUAVIARE;EMISORA COMUNITARIA EN MIRAFLORES;54543;HKH81;89.7 MHz;FM;COMUNITARIA
GUAVIARE;CALAMAR;ASOCIACION MUNICIPAL DE USUARIOS CAMPESINOS DE CALAMAR;EMISORA COMUNITARIA EN CALAMAR;54542;HKH79;107.7 MHz;FM;COMUNITARIA
GUAVIARE;SAN JOSE DEL GUAVIARE;RADIO TELEVISION NACIONAL DE COLOMBIA;RADIO NACIONAL DE COLOMBIA;53528;HJYG;96.3 MHz;FM;INTERES PUBLICO
GUAVIARE;SAN JOSE DEL GUAVIARE;POLICIA NACIONAL DE COLOMBIA;POLICIA NACIONAL SAN JOSE DEL GUAVIARE;52904;HJM43;91.7 MHz;FM;INTERES PUBLICO
GUAVIARE;CALAMAR;FUERZAS MILITARES DE COLOMBIA - EJERCITO NACIONAL;COLOMBIA STEREO CALAMAR;53324;HJC80;98.7 MHz;FM;INTERES PUBLICO
GUAVIARE;SAN JOSE DEL GUAVIARE;EJERCITO NACIONAL DEL COLOMBIA;EMISORA DE INTERES PUBLICO EN SAN JOSE DEL GUAVIARE;53627;HJD61;93.5 MHz;FM;INTERES PUBLICO
HUILA;NEIVA;COMPANIA DE COMUNICACIONES DE COLOMBIA C.C.C LTDA.;BESAME;51659;HJFR;1210 kHz;AM;COMERCIAL
HUILA;ALGECIRAS;CARACOL TELEVISION S.A;BLU RADIO;54085;HJM47;103.1 MHz;FM;COMERCIAL
HUILA;PALERMO;TW3 RADIO S.A.S.;CARACOL;54101;HJM65;91.8 MHz;FM;COMERCIAL
HUILA;NEIVA;PROMOTORA DE PUBLICIDAD RADIAL S.A;CARACOL RADIO;51657;HJJR;1010 kHz;AM;COMERCIAL
HUILA;GARZON;RADIO 8 LTDA.;CARACOL RADIO;52142;HJC36;88.3 MHz;FM;COMERCIAL
HUILA;SAN AGUSTIN;HUILA ESTEREO LTDA.;CARACOL RADIO;52668;HJM70;97.3 MHz;FM;COMERCIAL
HUILA;NEIVA;INTEGRACION RADIAL INDEPENDIENTE LTDA.;CRISTALINA NEIVA;52666;HJM62;101.3 MHz;FM;COMERCIAL
HUILA;LA PLATA;DIOCESIS DE GARZON;EMISORA POTENCIA LATINA;51788;HJID;1380 kHz;AM;COMERCIAL
HUILA;GARZON;EMISORA RADIO GARZON Y CIA LTDA. EN REESTRUCTURACION;EMISORA RADIO GARZON Y CIA LTDA;51658;HJE62;1490 kHz;AM;COMERCIAL
HUILA;LA PLATA;SONOGLOBAL S.A. .;GLOABAL ESTEREO ;52665;HJM58;96.8 MHz;FM;COMERCIAL
HUILA;NEIVA;INTEGRACION RADIAL INDEPENDIENTE LTDA.;HJDOBLEK NEIVA;51992;HJKK;840 kHz;AM;COMERCIAL
HUILA;PITALITO;INVERSIONES INRAI LTDA.;HJDOBLEK PITALITO;51661;HJCM;1280 kHz;AM;COMERCIAL
HUILA;PITALITO;SISTEMA VIDA INTERNACIONAL S.A.;KE BUENA ESTEREO;52667;HJM68;101.8 MHz;FM;COMERCIAL
HUILA;NEIVA;RADIO CADENA NACIONAL S.A.S;LA CARINOSA ANTENA DOS;51655;HJKD;1340 kHz;AM;COMERCIAL
HUILA;NEIVA;SERVICIO RADIAL INTEGRADO S.A.S.;LA CARINOSA ANTENA DOS;51660;HJFP;1150 kHz;AM;COMERCIAL
HUILA;TIMANA;COLOR STEREO S.A.S;LA FIERA 92.3 FM;52140;HJC45;92.3 MHz;FM;COMERCIAL
HUILA;NEIVA;RADIO CADENA NACIONAL S.A.S;LA MEGA ESTEREO;52023;HJPE;90.3 MHz;FM;COMERCIAL
HUILA;PITALITO;PREFERENCIAL STEREO LTDA.;LA PODEROSA DEL HUILA;51978;HJQG;102.3 MHz;FM;COMERCIAL
HUILA;GARZON;CLAUDIA MABEL NARVAEZ VERDUGO;LA REINA 93.6 F.M;54037;HJAB;93.6 MHz;FM;COMERCIAL
HUILA;PALERMO;BLANCA FANNY  TELLEZ PINEDA;MICRFOFONO CIVICO;52089;HJWD;1310 kHz;AM;COMERCIAL
HUILA;GIGANTE;CORPORACION RADIAL CULTURAL AMBIENTAL Y DESARROLLO SOCIAL BUENAS NUEVAS;QUE BUENA 89.3 FM;52664;HJM52;89.3 MHz;FM;COMERCIAL
HUILA;NEIVA;ORGANIZACION RADIAL OLIMPICA S.A.;RADIO OLIMPICA FM ESTEREO;51907;HJIV;100.3 MHz;FM;COMERCIAL
HUILA;NEIVA;FUNDACION JORGE ELIECER GAITAN;RADIO SURCOLOMBIANA;51815;HJOV;1060 kHz;AM;COMERCIAL
HUILA;NEIVA;ORGANIZACION RADIAL OLIMPICA S.A- RADIO TIEMPO FM ESTEREO DE BARAYA HUILA;RADIO TIEMPO F.M ESTEREO;52663;HJM49;94.8 MHz;FM;COMERCIAL
HUILA;NEIVA;VITAL INVERSIONES S.A.;RADIO UNO;52002;HJYZ;1100 kHz;AM;COMERCIAL
HUILA;RIVERA;CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.;TROPICANA;52107;HJB39;98.3 MHz;FM;COMERCIAL
HUILA;CAMPOALEGRE;HUILA ESTEREO LTDA.;W RADIO;52105;HJB38;104.3 MHz;FM;COMERCIAL
HUILA;NEIVA;FUNDACION KERIGMA;ALFA ESTEREO 107.8 F.M. - AREA DE SERVICIO NO.2;53385;HJU81;107.8 MHz;FM;COMUNITARIA
HUILA;TERUEL;ASOCIACION COMUNITARIA EL RETIRO DE TERUEL HUILA ACERTEH;AMBIENTAL STEREO 107.8 FM;52444;HKI35;107.8 MHz;FM;COMUNITARIA
HUILA;ISNOS;JUNTA DE ACCION COMUNAL DE VEREDA LA FLORIDA;CRISTAL STEREO;52438;HKH97;95.8 MHz;FM;COMUNITARIA
HUILA;ALTAMIRA;ASOCIACION COMUNITARIA ALTAMIRA ESTEREO SISTEMA COMUNAL;DINAMICA ESTEREO;53134;HKH87;102.8 MHz;FM;COMUNITARIA
HUILA;PALESTINA;CORPORACION FILADELFIA;EMISORA CIENTO 7 DIGITAL;53051;HKI25;107.8 MHz;FM;COMUNITARIA
HUILA;ALGECIRAS;FUNDACION SHEKINA;EMISORA COMUNITARIA ALGECIRAS;53074;HKH86;107.8 MHz;FM;COMUNITARIA
HUILA;IQUIRA;CORPORACION COMUNITARIA DE COMUNICACIONES Y PUBLICACIONES - IQUIRA;EMISORA COMUNITARIA IQUIRA ESTEREO 95.8 FM;52437;HKH96;95.8 MHz;FM;COMUNITARIA
HUILA;PALERMO;CORPORACION CULTURAL FELIX MARIA SOLANO RAMIREZ;FIESTA FM RADIO 88.8;52815;HKI24;88.8 MHz;FM;COMUNITARIA
HUILA;LA PLATA;ASOCIACION COMUNAL DE JUNTAS DEL MUNICIPIO DE LA PLATA;FIESTA STEREO;52814;HKH99;95.8 MHz;FM;COMUNITARIA
HUILA;GIGANTE;FUNDACION CORAZON VALIENTE;FIESTA STEREO;54549;HKH93;95.8 MHz;FM;COMUNITARIA
HUILA;AGRADO;COOPERATIVA ESPECIALIZADA DE EDUCACION DEL MUNICIPIO DE AGRADO HUILA LTDA;LA MEJOR ESTEREO 107.8 FM;52433;HKH84;107.8 MHz;FM;COMUNITARIA
HUILA;PITALITO;JUNTA ACCION COMUNAL BARRIO CALAMO;LA PREFERIDA 98.8 FM;52440;HKI27;98.8 MHz;FM;COMUNITARIA
HUILA;YAGUARA;ASOCIACION AMUNTER AMOR UNION POR LA TERCERA EDAD;LA Y FM RADIO;53223;HKI39;88.8 MHz;FM;COMUNITARIA
HUILA;PITAL;FUNDACION FUTURO VERDE;MANANTIAL STEREO;52435;HKI26;98.8 MHz;FM;COMUNITARIA
HUILA;OPORAPA;ASOCIACION COMUNITARIA PARA EL DESARROLLO SOCIAL;MAXIMA STEREO 98.8 FM;53197;HKI22;98.8 MHz;FM;COMUNITARIA
HUILA;TIMANA;ASOCIACION DE APICULTORES DEL SUR DEL HUILA;MIEL STEREO;52446;HKI37;100.8 MHz;FM;COMUNITARIA
HUILA;NEIVA;CORPORACION COLOMBIANA PARA LA GESTION Y EL DESARROLLO SOCIAL-CORPOGESTION;NEIVA ESTEREO - AREA DE SERVICIO NO.1;53384;HJU80;93.8 MHz;FM;COMUNITARIA
HUILA;SUAZA;JUNTA DE ACCION COMUNAL DE LAS DELICIAS DEL MUNICIPIO DE SUAZA;ORQUIDEA STEREO 88.8 FM;52442;HKI32;88.8 MHz;FM;COMUNITARIA
HUILA;HOBO;FUNDACION LUZ DEL MUNDO ONG.;RADIO MARK;53050;HKH95;98.8 MHz;FM;COMUNITARIA
HUILA;GARZON;FUNDACION CULTURAL BOLIVARIANA DE GARZON HUILA;SABAMBU STEREO.;52812;HKH92;88.8 MHz;FM;COMUNITARIA
