DEPARTAMENTO;CIUDAD;NOMBRE CONCESIONARIO;NOMBRE EMISORA;CODIGO EMISORA;DISTINTIVO;FRECUENCIA;BANDA;"CLASE DE
EMISORA"
BOYACA;NOBSA;CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.;CARACOL RADIO;52138;HJB86;107.3 MHz;FM;COMERCIAL
BOYACA;TUNJA;R & J ASOCIADOS S.A;CRB RADIO CADENA RADIAL BOYACENSE;51994;HJRB;1300 kHz;AM;COMERCIAL
BOYACA;CHIQUINQUIRA;CONVENTO DOMINICANO DE NUESTRA SENORA DEL ROSARIO;EMISORA REINA DE COLOMBIA 870 AM;51578;HJGD;870 kHz;AM;COMERCIAL
BOYACA;CHIQUINQUIRA;CONVENTO DOMINICANO DE NUESTRA SENORA DEL ROSARIO;EMISORA REINA DE COLOMBIA FM ESTEREO;52146;HJB93;92.6 MHz;FM;COMERCIAL
BOYACA;DUITAMA;RADIO CADENA NACIONAL S.A.S;LA CARINOSA REGIONAL;51575;HJDJ;1030 kHz;AM;COMERCIAL
BOYACA;DUITAMA;RADIO CADENA NACIONAL S.A.S;LA FM BOYACA;52035;HJGW;93.1 MHz;FM;COMERCIAL
BOYACA;MONIQUIRA;SISTEMA RADIAL K DE COLOMBIA S.A.S;LA KONSENTIDA;54051;HJH84;100.1 MHz;FM;COMERCIAL
BOYACA;SAN LUIS DE GACENO;VOZ DE SAN LUIS LTDA.;LA VOZ DE SAN LUIS;52085;HJA22;1510 kHz;AM;COMERCIAL
BOYACA;CHIQUINQUIRA;RADIO FURATENA ROCHA E HJOS Y CIA S EN C;RADIO FURATENA;51571;HJMV;1060 kHz;AM;COMERCIAL
BOYACA;PAIPA;ALVARO ANTONIO GIRATA BAEZ;RADIO LA PAZ;52072;HJYD;710 kHz;AM;COMERCIAL
BOYACA;SOGAMOSO;CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.;RADIO RELOJ;51577;HJIH;1090 kHz;AM;COMERCIAL
BOYACA;VILLA DE LEYVA;RADIO CADENA NACIONAL S.A.S;RADIO UNO;52175;HJD93;91.3 MHz;FM;COMERCIAL
BOYACA;TUNJA;RADIO CADENA NACIONAL S.A.S;RADIO UNO;52642;HJI31;102.1 MHz;FM;COMERCIAL
BOYACA;SOGAMOSO;SERVICIO RADIAL INTEGRADO S.A.S.;RCN RADIO;51796;HJGC;1200 kHz;AM;COMERCIAL
BOYACA;TUNJA;RADIO CADENA NACIONAL S.A.S;RCN RADIO;51834;HJEE;1380 kHz;AM;COMERCIAL
BOYACA;SOGAMOSO;RADIO CADENA NACIONAL S.A.S;RUMBA ESTEREO;52641;HJI22;106.1 MHz;FM;COMERCIAL
BOYACA;SOGAMOSO;TW3 RADIO S.A.S;TOCA ESTEREO;54041;HJI21;96.1 MHz;FM;COMERCIAL
BOYACA;TIBASOSA;CARACOL ESTEREO S.A.;TROPICANA;52137;HJB41;88.6 MHz;FM;COMERCIAL
BOYACA;DUITAMA;CARACOL ESTEREO S.A.;W RADIO;51576;HJGJ;1150 kHz;AM;COMERCIAL
BOYACA;TUNJA;CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.;W RADIO;51890;HJCW;99.3 MHz;FM;COMERCIAL
BOYACA;TUNJA;COMPANIA DE EMISORAS VIDA S.A.S.;CARACOL RADIO;51569;HJGA;1170 kHz;AM;COMERCIAL
BOYACA;DUITAMA;CONCILIO DE LAS ASAMBLEAS DE DIOS DE COLOMBIA;RADIO RECUERDOS;51570;HJNO;1260 kHz;AM;COMERCIAL
BOYACA;GARAGOA;EMPRESA DE INVERSIONES PARA EL PROGRESO S.A.;LA VOZ DE GARAGOA;51572;HJHI;990 kHz;AM;COMERCIAL
BOYACA;SAMACA;GONZALO PARRA PAMPLONA;ONDAS DEL PORVENIR;52015;HJTT;910 kHz;AM;COMERCIAL
BOYACA;MOTAVITA;EMPRESA ADMINISTRADORA DEL FUTURO S.A-ARMONIAS BOYACENSES;ARMONIAS BOYACENSES;52145;HJUJ;950 kHz;AM;COMERCIAL
BOYACA;TENZA;ASOCIACION CULTURAL CHINGUAYA;ARTESANA TENZA 90.6 FM;53167;HKD78;90.6 MHz;FM;COMUNITARIA
BOYACA;CIENEGA;PARROQUIA MARIA INMACULADA DE CIENEGA;BUENISIMA ESTEREO 94.1 FM;53234;HKC76;94.1 MHz;FM;COMUNITARIA
BOYACA;BERBEO;ASOCIACION NUESTRA SENORA DE LA PAZ;CALIDAD STEREO ;52273;HKC58;100.6 MHz;FM;COMUNITARIA
BOYACA;ZETAQUIRA;ASOCIACION AGROPECUARIA CANA Y CAFE;CANA Y CAFE STEREO;53061;HKD96;90.6 MHz;FM;COMUNITARIA
BOYACA;CERINZA;ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO ALCANTARILLADO Y ASEO ZONA URBANA MUNICIPIO DE CERINZA;CERINZA 100.6 F.M.;53364;HKC67;100.6 MHz;FM;COMUNITARIA
BOYACA;SOCHA;ASOCIACION DE AMIGOS DE SOCHA;CONDOR STEREO;52295;HKD66;94.1 MHz;FM;COMUNITARIA
BOYACA;SORACA;COMUNIQUEMOS CAPITULO SORACA;CRISTAL STEREO FM 98.3;52754;HKD71;98.3 MHz;FM;COMUNITARIA
BOYACA;NOBSA;JUNTA DE ACCION COMUNAL BARRIO NAZARETH;CUISTA STEREO;52285;HKD31;106.6 MHz;FM;COMUNITARIA
BOYACA;COMBITA;ASOCIACION EL DORADO;DORADO STEREO;52275;HKC77;89.1 MHz;FM;COMUNITARIA
BOYACA;SAN MIGUEL DE SEMA;ASOCIACION COMUNAL DE JUNTAS DEL MUNICIPIO DE SAN MIGUEL DE SEMA;EMISORA COMUNITARIA DE SAN MIGUEL DE SEMA;53152;HKD63;96.6 MHz;FM;COMUNITARIA
BOYACA;SANTANA;FUNDACION CULTURAL EL TROPO;EMISORA COMUNITARIA DE SANTANA;53164;HKD57;96.6 MHz;FM;COMUNITARIA
BOYACA;SIACHOQUE;CORPORACION COMUNITARIA DIGITAL STEREO CAPITULO DE SIACHOQUE BOYACA;EMISORA COMUNITARIA DE SIACHOQUE;53245;HKD60;100.6 MHz;FM;COMUNITARIA
BOYACA;SUTAMARCHAN;PARROQUIA NUESTRA SENORA DE LA SALUD;EMISORA COMUNITARIA DE SUTAMARCHAN;53149;HKD75;100.6 MHz;FM;COMUNITARIA
BOYACA;GUAYATA;JUNTA DE ACCION COMUNAL VEREDA SOCHAQUIRA ABAJO;EMISORA COMUNITARIA SOCHAQUIRA GUAYATA STEREO 99.1 FM;52281;HKC94;99.1 MHz;FM;COMUNITARIA
BOYACA;SANTA ROSA DE VITERBO;JUNTA DE ACCION COMUNAL VEREDA EGIPTO;EMISORA RITMO FM ESTEREO 98.6;52292;HKD73;98.6 MHz;FM;COMUNITARIA
BOYACA;FIRAVITOBA;ASOCIACION COMUNITARIA EXITO STEREO;EXITO STEREO;53419;HKC87;98.6 MHz;FM;COMUNITARIA
BOYACA;RAMIRIQUI;CORPORACION ANDINA;F.M. ANDINA STEREO;52290;HKD47;95.1 MHz;FM;COMUNITARIA
BOYACA;SOATA;ASOCIACION COMUNICACIONES DEL NORTE;FM ANDES ESTEREO;52294;HKD65;96.6 MHz;FM;COMUNITARIA
BOYACA;MONIQUIRA;CIRCULO DE TRABAJADORES DE LOS MEDIOS DE COMUNICACION DE VELEZ Y RICAURTE;HIT STEREO;52284;HKD28;89.3 MHz;FM;COMUNITARIA
BOYACA;VENTAQUEMADA;ASOCIACION COMUNAL DE JUNTAS DE VENTAQUEMADA;INDEPENDENCIA STEREO 106.6 MHZ;52302;HKD93;106.6 MHz;FM;COMUNITARIA
BOYACA;EL ESPINO;ASOCIACION COMUNITARIA RADIAL LA VOZ DE LA PROVINCIA EL ESPINO;LA VOZ DE LA PROVINCIA;53062;HKC86;100.6 MHz;FM;COMUNITARIA
BOYACA;CALDAS;ASOCIACION DE PRODUCTORES DE LECHE DE CALDAS - APROLECA;LA VOZ DE MI TIERRITA;53209;HKC65;94.1 MHz;FM;COMUNITARIA
BOYACA;TUTA;ASOCIACION AGROPECUARIA Y AMBIENTAL TU TAMBIEN PUEDES EMISORA COMUNITARIA LANCEROS STEREO 94.1;LANCEROS STEREO;52300;HKD90;94.1 MHz;FM;COMUNITARIA
BOYACA;MIRAFLORES;MUNDO COMUNICACIONES;LENGUPA STEREO;52282;HKD25;98.6 MHz;FM;COMUNITARIA
BOYACA;NUEVO COLON;JUNTA DE ACCION COMUNAL CENTRAL DE NUEVO COLON;MANZANAR STEREO 96.6;53140;HKD32;96.6 MHz;FM;COMUNITARIA
BOYACA;VIRACACHA;JUNTA DE ACCION COMUNAL CENTRAL VIRACACHA;MARAVILLA STEREO;52304;HKD95;98.6 MHz;FM;COMUNITARIA
BOYACA;BUENAVISTA;ASOCIACION DE AMIGOS POR BUENAVISTA EMISORA ORIENTAL STEREO;ORIENTAL STEREO;53225;HKC63;90.6 MHz;FM;COMUNITARIA
BOYACA;TURMEQUE;ASOCIACION AGROPECUARIA DE TURMEQUE;PARAISO ESTEREO;52299;HKD89;94.1 MHz;FM;COMUNITARIA
BOYACA;LABRANZAGRANDE;FUNDACION PIEDEMONTE;PIEDEMONTE STEREO;53420;HKD22;90.6 MHz;FM;COMUNITARIA
BOYACA;TUNJA;ASOCIACION PARA LA INTEGRACION DE JUVENTUDES COMUNITARIAS TRANSMITIR;POSITIVA 101.1 FM;53353;HKD87;101.1 MHz;FM;COMUNITARIA
BOYACA;PESCA;CORPORACION COMUNITARIA RADIO BELLO HORIZONTE PESCA;RADIO BELLO HORIZONTE;52288;HKD43;90.6 MHz;FM;COMUNITARIA
BOYACA;OICATA;PARROQUIA DE LA INMACULADA CONCEPCION;RADIO MILAGRO;53177;HKD33;98.6 MHz;FM;COMUNITARIA
BOYACA;MONGUI;SOCIEDAD PARA EL DESARROLLO Y PROGRESO DE MONGUI;RITMO 94.1;52283;HKD27;94.1 MHz;FM;COMUNITARIA
BOYACA;GARAGOA;ASOCIACION MUNICIPAL DE JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE GARAGOA;SANTA BARBARA STEREO;52753;HKC91;106.6 MHz;FM;COMUNITARIA
BOYACA;UMBITA;EMISORA COMUNITARIA DE LA PARROQUIA DE UMBITA;SANTA BRIGIDA;53063;HKD92;90.6 MHz;FM;COMUNITARIA
BOYACA;SANTA SOFIA;ASOCIACION DE USUARIOS CAMPESINOS DEL MUNICIPIO DE SANTA SOFIA BOYACA;SANTA SOFIA STEREO 96.6 FM ;53336;HKD56;96.6 MHz;FM;COMUNITARIA
BOYACA;EL COCUY;ASOCIACION COMUINITARIA SERRANIA STEREO;SERRANIA STEREO;53055;HKC85;99.1 MHz;FM;COMUNITARIA
BOYACA;MONGUA;ASOCIACION COMUNITARIA SOL NACIENTE;SOL NACIENTE STEREO 100.6 FM;53198;HKD26;100.6 MHz;FM;COMUNITARIA
BOYACA;SOGAMOSO;"ASOCIACION DE JUNTAS DE ACCION COMUNAL DE SOGOMOSO ""ASOCOMUNAL""";SOL STEREO 99.1 FM.;52296;HKD68;99.1 MHz;FM;COMUNITARIA
BOYACA;SUTATENZA;ASOCIACION DE LA ANTENA PARABOLICA DE SUTATENZA TELESUTATENZA;SUTATENZA ESTEREO;53347;HKD76;94.1 MHz;FM;COMUNITARIA
BOYACA;TOCA;ASOCIACION DE JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE TOCA;TOCAVITA STEREO;54366;HKD83;106.6 MHz;FM;COMUNITARIA
BOYACA;SABOYA;CORPORACION PARA LA COMUNICACION Y EL DESARROLLO COMUNITARIO CORCOMUNITARIA TRIUNFO FM STEREO;TRIUNFO FM STEREO;53083;HKD50;98.6 MHz;FM;COMUNITARIA
BOYACA;BELEN;ASOCIACION CENTRAL DE MEDIOS;TUNDAMA STEREO;53126;HKC57;90.6 MHz;FM;COMUNITARIA
BOYACA;CHIVATA;ASOCIACION RADIAL COMUNITARIA CHIVATA FM STEREO;VIVA FM STEREO 89.6 MI RADIO;53192;HKC74;89.6 MHz;FM;COMUNITARIA
BOYACA;PUERTO BOYACA;COLEGIO NACIONALIZADO SAN PEDRO CLAVER;VOZ CLAVERIANA STEREO 100.6;52289;HKD45;100.6 MHz;FM;COMUNITARIA
BOYACA;AQUITANIA;CORPORACION RADIAL VOZ DEL LAGO;VOZ DEL LAGO;52271;HKC55;106.6 MHz;FM;COMUNITARIA
BOYACA;PAZ DE RIO;VOZ MINERA DE COLOMBIA PAZ DEL RIO-BOYACA;VOZ MINERA DE COLOMBIA;52287;HKD42;98.6 MHz;FM;COMUNITARIA
BOYACA;DUITAMA;FUNDACION CASA DE LA CULTURA DE DUITAMA;SENAL DUITAMA 90.6 FM STEREO;52279;HKC84;90.6 MHz;FM;COMUNITARIA
BOYACA;COPER;JUNTA DE ACCION COMUNAL VEREDA DE GUASIMAL;COPER ESTEREO;53087;HKC78;98.6 MHz;FM;COMUNITARIA
BOYACA;OTANCHE;CORPORACION PROYECCION SOCIAL DE OTANCHE;OTANCHE RADIO;53119;HKD34;106.6 MHz;FM;COMUNITARIA
BOYACA;GÜICAN;JUNTA DE ACCION COMUNAL CENTRAL DEL MUNICIPIO DE GUICAN;RADIO GUICAN;53138;HKC95;89.6 MHz;FM;COMUNITARIA
BOYACA;GAMEZA;ASOCIACION PARA EL DESARROLLO DE LA FAMILIA DE GAMEZA;EMISORA COMUNITARIA EN GAMEZA;53179;HKC90;90.6 MHz;FM;COMUNITARIA
BOYACA;COVARACHIA;JUNTA DE ACCION COMUNAL VEREDA SIOTES CUARTO SANTA CECILIA;LUNA ESTEREO;53185;HKC80;99.1 MHz;FM;COMUNITARIA
BOYACA;LA UVITA;COOPERATIVA MULTIACTIVA AGROMINERA DE LA VEREDA DE CANITAS COOPROCANITAS;VISION FM ESTEREO;53194;HKD20;89.6 MHz;FM;COMUNITARIA
BOYACA;CHINAVITA;ASOCIACION DE DISCAPACITADOS Y MINUSVALIDOS DE CHINAVITA;EMISORA CUMBRES 89.6 FM STEREO;53241;HKC68;89.6 MHz;FM;COMUNITARIA
BOYACA;PAUNA;ASOCIACION DE MUJERES PAUNENSES CABEZA DE FAMILIA CONSTRUYENDO FUTURO ONG;CANIPA STEREO 89.6;53380;HKD40;89.6 MHz;FM;COMUNITARIA
BOYACA;CUBARA;JUNTA DE ACCION COMUNAL VEREDA PUERTO NUEVO PARTE ALTA;EMISORA COMUNITARIA EN CUBARA;54320;HKC81;99.1 MHz;FM;COMUNITARIA
BOYACA;PAIPA;FUNDACION SOCIAL VOCES UNIDAS;EMISORA COMUNITARIA EN PAIPA;54338;HKD37;96.6 MHz;FM;COMUNITARIA
BOYACA;PAJARITO;ASOCIACION DE JOVENES DE PARAJITO CONTRUYENDO VISION;EMISORA COMUNITARIA EN PAJARITO;54339;HKD38;94.1 MHz;FM;COMUNITARIA
BOYACA;CHISCAS;ASOCIACION DE SUSCRIPTORES DE LOS ACUEDUCTOS DEL SECTOR DE SOYAGRA VEREDA DE CENTRO DEL MUNICIPIO DE CHISCAS DEPARTAMENTO DE BOYACA;EMISORA COMUNITARIA EN CHISCAS;54315;HKC71;106.6 MHz;FM;COMUNITARIA
BOYACA;SAN EDUARDO;ASOCIACION CULTURAL DE SAN EDUARDO ;SAN EDUARDO STEREO;54348;HKD53;106.6 MHz;FM;COMUNITARIA
BOYACA;CHIQUINQUIRA;ASOCIACION RAZONES PARA CRECER;EMISORA COMUNITARIA EN CHIQUINQUIRA;54313;HKC69;104.6 MHz;FM;COMUNITARIA
BOYACA;RAQUIRA;ASOCIACION PROGRESO Y PAZ POR RAQUIRA;RAQUIRA STEREO;54344;HKD48;99.1 MHz;FM;COMUNITARIA
BOYACA;MOTAVITA;ASOCIACION AMBIENTAL Y TURISTICA JOVENES PLAY DE MOTAVITA;EMISORA COMUNITARIA EN MOTAVITA;54334;HKD29;106.6 MHz;FM;COMUNITARIA
BOYACA;GUATEQUE;ASOCIACION DE JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE GUATEQUE DEPARTAMENTO DE BOYACA;EMISORA COMUNITARIA EN GUATEQUE;54326;HKC93;98.6 MHz;FM;COMUNITARIA
BOYACA;PISBA;ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL MUNICIPIO DE PISBA APROPISBA;APROPISBA STEREO;54342;HKD44;99.1 MHz;FM;COMUNITARIA
BOYACA;SAN PABLO DE BORBUR;ASOCIACION CAMPESINA DE CULTIVADORES AGROPECUARIOS DE SAN PABLO DE BORBUR;ZARBI STEREO;54352;HKD64;94.1 MHz;FM;COMUNITARIA
BOYACA;CHITA;JUNTA DE ACCION COMUNAL DE LA VEREDA DE PARROQUITA;CANDELARIA STEREO;54316;HKC72;98.6 MHz;FM;COMUNITARIA
BOYACA;SOTAQUIRA;JUNTA DE ACCION COMUNAL DE LA VEREDA EL ESPINAL DEL MUNICIPIO DE SOTAQUIRA;EMISORA COMUNITARIA EN  SOTAQUIRA;54359;HKD72;89.6 MHz;FM;COMUNITARIA
BOYACA;TUNJA;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;105.4 FM JUAN DE CASTELLANOS;53543;HJD34;105.4 MHz;FM;INTERES PUBLICO
BOYACA;TUNJA;GOBERNACION DE BOYACA;BOYACA 95.6 FM;53338;HJI30;95.6 MHz;FM;INTERES PUBLICO
BOYACA;TUNJA;COLEGIO DE BOYACA;COLBOY ESTEREO 102.6 FM;53575;HJB83;102.6 MHz;FM;INTERES PUBLICO
BOYACA;DUITAMA;FUERZAS MILITARES DE COLOMBIA - EJERCITO NACIONAL;COLOMBIA ESTEREO;52982;HJA86;90.1 MHz;FM;INTERES PUBLICO
BOYACA;JENESANO;ALCALDIA DE JENESANO;JENESANO 92.6;53463;HJC97;92.6 MHz;FM;INTERES PUBLICO
BOYACA;SABOYA;RADIO TELEVISION NACIONAL DE COLOMBIA;RADIO NACIONAL DE COLOMBIA;53268;HJXD;95.3 MHz;FM;INTERES PUBLICO
BOYACA;DUITAMA;RADIO TELEVISION NACIONAL DE COLOMBIA;RADIO NACIONAL DE COLOMBIA;53269;HJXE;97.3 MHz;FM;INTERES PUBLICO
BOYACA;TUNJA;RADIO TELEVISION NACIONAL DE COLOMBIA;RADIO NACIONAL DE COLOMBIA;53294;HJGS;560 kHz;AM;INTERES PUBLICO
BOYACA;TUNJA;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - TUNJA;UPTC RADIO 104.1;52878;HJI32;104.1 MHz;FM;INTERES PUBLICO
BOYACA;TUNJA;POLICIA NACIONAL DE COLOMBIA;POLICIA NACIONAL TUNJA;52603;HJI29;93.6 MHz;FM;INTERES PUBLICO
BOYACA;SANTA ROSA DE VITERBO;POLICIA NACIONAL DE COLOMBIA;POLICIA NACIONAL SANTA ROSA DE VITERBO;52606;HJI24;98.1 MHz;FM;INTERES PUBLICO
BOYACA;MONIQUIRA;POLICIA NACIONAL DE COLOMBIA;POLICIA NACIONAL MONIQUIRA;53312;HJA32;92.1 MHz;FM;INTERES PUBLICO
BOYACA;PUERTO BOYACA;INSTITUCION EDUCATIVA JOSE ANTONIO GALAN;VIBRACION JUVENIL;53487;HJA60;89.5 MHz;FM;INTERES PUBLICO
BOYACA;MACANAL;ALCALDIA MUNICIPAL DE MACANAL;OASIS ESTEREO;53533;HJA27;102.5 MHz;FM;INTERES PUBLICO
BOYACA;CAMPOHERMOSO;MUNICIPIO DE CAMPOHERMOSO;LA CARDENOSA ESTEREO;53599;HJD39;106.9 MHz;FM;INTERES PUBLICO
BOYACA;TIBASOSA;AGROSOLIDARIA ASOCIACION DE PROSUMIDORES AGRO ECOLOGIVOS SECCIONAL TIBASOSA BOYACA;URDIMBRE RADIO;54363;HKD80;100.6 MHz;FM;COMUNITARIA
CALDAS;MANIZALES;RADIO CADENA NACIONAL S.A.S;ANTENA DOS;51594;HJNL;1450 kHz;AM;COMERCIAL
CALDAS;MANIZALES;COMPANIA DE COMUNICACIONES DE COLOMBIA C.C.C LTDA.;BESAME;51898;HJHC;91.7 MHz;FM;COMERCIAL
CALDAS;MANIZALES;IGLESIA CENTRAL DENOMINACION CENTRO MISIONERO BETHESDA;CADENA RADIAL AUTENTICA MANIZALES;51593;HJE70;1570 kHz;AM;COMERCIAL
CALDAS;MANIZALES;CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.;CARACOL RADIO;51592;HJFX;1180 kHz;AM;COMERCIAL
CALDAS;PENSILVANIA;MARIA DAMARIS OLAYA;EMISORA COMERCIAL DE PENSILVANIA - CALDAS;54028;HJI49;98.7 MHz;FM;COMERCIAL
CALDAS;VILLAMARIA;RADIO CADENA NACIONAL S.A.S;LA FM;52117;HJB65;99.7 MHz;FM;COMERCIAL
CALDAS;LA DORADA;LA VOZ  DE LA DORADA LTDA.;LA VOZ DE LA DORADA;51586;HJLG;1380 kHz;AM;COMERCIAL
CALDAS;MANIZALES;RED SONORA S.A.S.;LA VOZ DE LOS ANDES;51588;HJFO;1390 kHz;AM;COMERCIAL
CALDAS;MANIZALES;FUNDACION PARA EL DESARROLLO EDUCATIVO DE CALDAS - FUNDECA;RADIO CONDOR ;51585;HJZF;1540 kHz;AM;COMERCIAL
CALDAS;AGUADAS;SISTEMA RADIAL K DE COLOMBIA S.A.S;RADIO K LA KONSENTIDA 100.0 FM;54050;HJI36;100.1 MHz;FM;COMERCIAL
CALDAS;MANIZALES;ASOCIACION RADIO MARIA  DE COLOMBIA;RADIO MARIA DE MANIZALES;51991;HJUW;1500 kHz;AM;COMERCIAL
CALDAS;MANIZALES;ORGANIZACION RADIAL OLIMPICA S.A - RADIO OLIMPICA FM STEREO  MANIZALES-CALDAS;RADIO OLIMPICA FM ESTEREO;52644;HJI41;89.7 MHz;FM;COMERCIAL
CALDAS;RIOSUCIO;REINES S.A.S;RADIO TIEMPO FM STEREO;52645;HJI50;95.1 MHz;FM;COMERCIAL
CALDAS;MANIZALES;RADIO CADENA NACIONAL S.A.S;RADIO UNO;51888;HJRV;95.7 MHz;FM;COMERCIAL
CALDAS;MANIZALES;RADIO CADENA NACIONAL S.A.S;RCN RADIO;51584;HJFJ;1060 kHz;AM;COMERCIAL
CALDAS;MANIZALES;PROMOTORA DE PUBLICIDAD RADIAL S.A;TROPICANA;51833;HJIA;930 kHz;AM;COMERCIAL
CALDAS;NEIRA;COMPANIA DE COMUNICACIONES DE COLOMBIA C.C.C LTDA.;TROPICANA;52122;HJE64;105.7 MHz;FM;COMERCIAL
CALDAS;LA DORADA;SISTEMAS AS LTDA.;TROPICANA;52643;HJI39;94.7 MHz;FM;COMERCIAL
CALDAS;MANIZALES;CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.;W RADIO;52098;HJB62;101.7 MHz;FM;COMERCIAL
CALDAS;PALESTINA;ASOCIACION ANGULAR COMUNITARIA PRO DESARROLLO DEL EJE CAFETERO;ANGULAR ESTEREO;53077;HKE32;97.2 MHz;FM;COMUNITARIA
CALDAS;ANSERMA;CASA DE LA CULTURA JAIME RAMIREZ ROJAS;ANSERMA CULTURAL;52755;HKD98;102.5 MHz;FM;COMUNITARIA
CALDAS;SALAMINA;ASOCIACION CIVICA PRODIFUSION DE LA CULTURA Y VALORES SALAMINENOS;ARMONIA STEREO;53224;HKE36;90.1 MHz;FM;COMUNITARIA
CALDAS;LA MERCED;ASOCIACION CIVICA DE MEDIOS DE COMUNICACION LA MERCED - ASOCMECOM;BRISA FM ESTEREO;53252;HKE24;93.1 MHz;FM;COMUNITARIA
CALDAS;LA DORADA;ASOCIACON PARA LA PROMOCION DE LA COMUNICACION COMUNITARIA DE LA DORADA;DORADA STEREO 89.1 FM;52308;HKE23;89.1 MHz;FM;COMUNITARIA
CALDAS;SAN JOSE;ARTESAN ASOCIACION DE ARTESANOS DE SAN JOSE DE CALDAS;EL SOL 93.1 FM (MUSICA EN MOVIMIENTO);53354;HJJ42;90.1 MHz;FM;COMUNITARIA
CALDAS;NEIRA;ASOCIACION DE COMUNICACION JUVENTUD STEREO;ENAMORADA 93.1 MHZ;52313;HKE30;93.1 MHz;FM;COMUNITARIA
CALDAS;AGUADAS;FUNDACION AGUADENA DE MEDIOS DE COMUNICACION SOCIAL;INMACULADA FM STEREO;52305;HKD97;93.1 MHz;FM;COMUNITARIA
CALDAS;MANZANARES;COMITE CIVICO AMIGOS POR MANZANARES;MANZANARES STEREO 104.1;52309;HKE26;104.1 MHz;FM;COMUNITARIA
CALDAS;CHINCHINA;JUNTA DE ACCION COMUNAL DEL BARRIO EL MIRADOR II ETAPA;MIRADOR STEREO;52756;HKE21;104.1 MHz;FM;COMUNITARIA
CALDAS;BELALCAZAR;ASOCIACION AMIGOS DE LA TIERRA;PAISAJE STEREO;53106;HKE20;90.1 MHz;FM;COMUNITARIA
CALDAS;PENSILVANIA;CORPORACION AMIGOS POR LA CULTURA. EL MEDIO AMBIENTE Y LA PAZ-EMISORA PENSILVANIA STEREO;PENSILVANIA STEREO ;53080;HKE33;93.1 MHz;FM;COMUNITARIA
CALDAS;RISARALDA;CORPORACION PANORAMA;ULTRA FM;53135;HKE35;104.1 MHz;FM;COMUNITARIA
CALDAS;VITERBO;ESPERANZA DE VIDA HACIA EL FUTURO-VITERBO ESTEREO;VITERBO ESTEREO;53422;HKE41;92.1 MHz;FM;COMUNITARIA
CALDAS;SAMANA;ASOCIACION COMUNITARIA DEL ORIENTE DE CALDAS;SAMANA ESTEREO;52314;HKE37;92.1 MHz;FM;COMUNITARIA
CALDAS;ARANZAZU;JUNTA DE ACCION COMUNAL VEREDA MUELAS;LA 104.1 RADIO;54373;HKD99;104.1 MHz;FM;COMUNITARIA
CALDAS;VILLAMARIA;ASOCIACION DE LIDERES EN COMUNICACIONES;METROPOLITANA STEREO;54387;HKE40;107.3 MHz;FM;COMUNITARIA
CALDAS;MANIZALES;FUNDACION 100% MUJER;MANIZALES STEREO;54375;HJU72;90.3 MHz;FM;COMUNITARIA
CALDAS;MARQUETALIA;FUNDACION CATEDRA CATALIZADORES - MARQUETALIA;MARQUETALIA STEREO;54377;HKE28;90.1 MHz;FM;COMUNITARIA
CALDAS;MANZANARES;RADIO TELEVISION NACIONAL DE COLOMBIA;RADIO NACIONAL DE COLOMBIA;53270;HJXF;92.7 MHz;FM;INTERES PUBLICO
CALDAS;MANIZALES;RADIO TELEVISION NACIONAL DE COLOMBIA;RADIO NACIONAL DE COLOMBIA;53271;HJJG;1000 kHz;AM;INTERES PUBLICO
CALDAS;MANIZALES;UNIVERSIDAD DE MANIZALES;UMFM;53531;HJB25;101.2 MHz;FM;INTERES PUBLICO
CALDAS;MANIZALES;POLICIA NACIONAL DE COLOMBIA;POLICIA NACIONAL MANIZALES;52605;HJI43;103.7 MHz;FM;INTERES PUBLICO
CALDAS;MANIZALES;INSTITUTO MANZANARES CALDAS;EMISORA 96.7 INSTITUTO MANZANARES;52914;HJI44;96.7 MHz;FM;INTERES PUBLICO
CALDAS;MANIZALES;GOBERNACION DE CALDAS;EMISORA DE INTERES PUBLICO EN MANIZALES;53006;HJI42;96.3 MHz;FM;INTERES PUBLICO
CALDAS;RIOSUCIO;RESGUADO INDIGENA DE SAN LORENZO;INGRUMA ESTEREO 98.1;53690;HJZ69;98.1 MHz;FM;INTERES PUBLICO
CAQUETA;FLORENCIA;DIOCESIS DE FLORENCIA;ARMONIAS DEL CAQUETA;52014;HJVK;970 kHz;AM;COMERCIAL
CAQUETA;FLORENCIA;UNION PROGRESISTA S.A;CRISTALINA FLORENCIA;52075;HJYB;101.1 MHz;FM;COMERCIAL
CAQUETA;FLORENCIA;INTEGRACION RADIAL INDEPENDIENTE LTDA.;LA CAQUETE?A FLORENCIA;52647;HJI61;93.1 MHz;FM;COMERCIAL
